Student_ID,Student_Name,Age,Education_Level,Course,Semester,Registered_Subjects,Learning_Goal
S00590,Melissa Taylor,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S00591,Laurie Sanchez,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Skill Building
S00592,Kiara Little,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Research Preparation
S00593,Jason Love,24,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,College Admission Prep
S00594,Randy Smith,18,Undergraduate,BTech Mechanical Engineering,Semester 3,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,College Admission Prep
S00595,Tanya Russell,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Exam Preparation
S00596,Sherry Woods,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S00597,Victor Morris,20,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Skill Building
S00598,Susan Davis,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Exam Preparation
S00599,Kimberly Sharp,16,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Research Preparation
S00600,Susan Thompson,18,Grade 6-12,Grade 12 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Exam Preparation
S00601,Casey Gillespie,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Career Growth
S00602,Jennifer Simpson DVM,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Concept Mastery
S00603,Tammy Mcdowell,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Research Preparation
S00604,Keith Rodriguez,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Career Growth
S00605,Mrs. Virginia Daniels,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Skill Building
S00606,Todd Rosales MD,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Revision & Practice
S00607,Brian Martin,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Skill Building
S00608,David Lopez,20,Undergraduate,BTech Computer Science,Semester 5,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,College Admission Prep
S00609,Rachel Bradley,28,Postgraduate,LLM,Semester 2,Advanced Constitutional Law; International Law; Corporate Law; Human Rights Law,Concept Mastery
S00610,Casey Chase,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S00611,Samantha Robertson,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Research Preparation
S00612,Michael Lopez,23,Postgraduate,MTech Computer Science,Semester 4,Advanced Algorithms; Distributed Systems; Cloud Computing; Advanced DBMS; Advanced Operating Systems,Grade Improvement
S00613,Franklin Wright,22,Undergraduate,MBBS,Year 1,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,College Admission Prep
S00614,David Molina,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Certification Prep
S00615,Elizabeth Sharp,22,Undergraduate,LLB,Year 1,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Grade Improvement
S00616,Matthew Schwartz,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S00617,Bryan Parker,19,Undergraduate,BCom,Semester 6,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,College Admission Prep
S00618,Jonathan Jacobson,18,Undergraduate,BCom,Semester 2,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Competitive Exam Prep
S00619,Emily Wilson,18,Undergraduate,BSc Science,Semester 6,Physics; Chemistry; Mathematics; Botany; Zoology,Grade Improvement
S00620,Elizabeth Mendez,23,Undergraduate,BTech Civil Engineering,Semester 6,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Career Growth
S00621,Casey Hernandez,16,Diploma,Diploma in Electronics Engineering,Semester 5,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Career Growth
S00622,Lisa Perry,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Competitive Exam Prep
S00623,Kaitlin Medina,16,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Exam Preparation
S00624,Colleen Wright,17,Diploma,Diploma in Electronics Engineering,Semester 2,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Revision & Practice
S00625,Shelley Miller,19,Diploma,Diploma in Electronics Engineering,Semester 2,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Revision & Practice
S00626,Michael Miller,11,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S00627,Amy Kelley,24,Postgraduate,MD,Year 2,Advanced Pathology; Clinical Medicine; Surgery; Radiology; Advanced Pharmacology,Skill Building
S00628,Laura Hernandez,20,Undergraduate,MBBS,Year 1,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Skill Building
S00629,Joseph Wilson,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Certification Prep
S00630,Kevin Davis,17,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Skill Building
S00631,Rhonda Chavez,15,Diploma,Diploma in Electronics Engineering,Semester 1,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,College Admission Prep
S00632,Joyce Brown,26,Postgraduate,MSc,Semester 1,Advanced Physics; Advanced Chemistry; Advanced Mathematics; Advanced Biology,College Admission Prep
S00633,Robert Cummings,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S00634,Robert Reese,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Revision & Practice
S00635,Amber Cooper,19,Undergraduate,BTech Mechanical Engineering,Semester 8,Thermodynamics; Fluid Mechanics; Machine Design; Manufacturing Processes; Strength of Materials; Heat Transfer,Skill Building
S00636,Zachary Michael,19,Undergraduate,BSc Science,Semester 1,Physics; Chemistry; Mathematics; Botany; Zoology,Career Growth
S00637,Timothy Johnson,16,Diploma,Diploma in Computer Science,Semester 5,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Competitive Exam Prep
S00638,Randy Cannon,20,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Career Growth
S00639,Maria Fisher,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Certification Prep
S00640,Janet Kane DVM,19,Undergraduate,BSc Science,Semester 3,Physics; Chemistry; Mathematics; Botany; Zoology,College Admission Prep
S00641,Michael Stanley,18,Grade 6-12,Grade 12 - Arts,Annual,History; Political Science; Geography; Sociology; English,Concept Mastery
S00642,Martha Bailey,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Certification Prep
S00643,Joshua Rice,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,College Admission Prep
S00644,Courtney Smith,24,Undergraduate,LLB,Year 3,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,College Admission Prep
S00645,Edwin Nunez,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Revision & Practice
S00646,Kim Morrow,19,Undergraduate,BBA,Semester 1,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Exam Preparation
S00647,Gregory Hill,14,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S00648,Molly Rodriguez,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S00649,Jennifer Miranda,19,Undergraduate,BTech Electronics,Semester 6,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Exam Preparation
S00650,Alexis Harris,17,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,College Admission Prep
S00651,Andrew Harper,22,Undergraduate,MBBS,Year 2,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Concept Mastery
S00652,Amber Yang,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Grade Improvement
S00653,David Robinson,21,Undergraduate,BBA,Semester 5,Principles of Management; Marketing Management; Financial Accounting; Business Economics; Organizational Behavior; Business Statistics,Skill Building
S00654,Amy Gordon,18,Undergraduate,MBBS,Year 2,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Certification Prep
S00655,Robert Dennis,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Career Growth
S00656,Kyle Chambers,20,Undergraduate,LLB,Year 2,Constitutional Law; Criminal Law; Contract Law; Law of Torts; Jurisprudence; Family Law,Revision & Practice
S00657,Eric Thomas,18,Undergraduate,BTech Electronics,Semester 7,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Grade Improvement
S00658,Connie Turner,16,Grade 6-12,Grade 11 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Competitive Exam Prep
S00659,Travis Hobbs,21,Undergraduate,BTech Electronics,Semester 5,Digital Signal Processing; Microprocessors; VLSI Design; Communication Systems; Control Systems; Embedded Systems,Exam Preparation
S00660,Lori Simmons,13,Grade 6-12,Grade 7,Annual,Mathematics; Science; English; Social Science; Hindi,Competitive Exam Prep
S00661,William David DDS,19,Diploma,Diploma in Electronics Engineering,Semester 3,Circuit Theory; Digital Electronics; Microprocessors; Communication Systems; Electronic Devices; Control Systems,Competitive Exam Prep
S00662,Emma Butler,20,Undergraduate,BTech Computer Science,Semester 5,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Competitive Exam Prep
S00663,James Webster,21,Undergraduate,BCom,Semester 3,Financial Accounting; Business Law; Economics; Taxation; Auditing; Cost Accounting,Concept Mastery
S00664,Samuel Turner,22,Undergraduate,BTech Computer Science,Semester 4,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Concept Mastery
S00665,Renee Melendez,17,Grade 6-12,Grade 11 - Science,Annual,Physics; Chemistry; Mathematics; Biology; English,Revision & Practice
S00666,Tracy Grant,18,Undergraduate,BTech Civil Engineering,Semester 7,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Certification Prep
S00667,David Harris,15,Diploma,Diploma in Computer Science,Semester 5,Programming Fundamentals; Data Structures; DBMS; Web Development; Computer Networks; Operating Systems,Certification Prep
S00668,Tammy Boone,23,Undergraduate,BTech Computer Science,Semester 6,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,Revision & Practice
S00669,Nathaniel Lee,12,Grade 6-12,Grade 6,Annual,Mathematics; Science; English; Social Science; Hindi,College Admission Prep
S00670,Michael Morrison,14,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Grade Improvement
S00671,Chelsea Gill,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Certification Prep
S00672,Kristin Mendoza,19,Undergraduate,BTech Computer Science,Semester 6,OOP; DBMS; Operating Systems; Computer Networks; Data Structures; Algorithms; Software Engineering; Web Technologies,College Admission Prep
S00673,Felicia Krueger,21,Undergraduate,BSc Science,Semester 4,Physics; Chemistry; Mathematics; Botany; Zoology,Research Preparation
S00674,Timothy Hayden,19,Diploma,Diploma in Mechanical Engineering,Semester 2,Engineering Mechanics; Thermodynamics; Machine Design; Manufacturing Processes; Strength of Materials; Fluid Mechanics,Research Preparation
S00675,Zachary Mendoza,20,Undergraduate,BTech Civil Engineering,Semester 8,Structural Engineering; Geotechnical Engineering; Transportation Engineering; Surveying; Concrete Technology; Environmental Engineering,Certification Prep
S00676,Larry Harris,24,Postgraduate,MTech Artificial Intelligence,Semester 3,Deep Learning; Reinforcement Learning; Advanced Natural Language Processing; Advanced Computer Vision; Advanced Machine Learning,Competitive Exam Prep
S00677,Kristen Rowe,16,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Competitive Exam Prep
S00678,Joseph Howard,18,Undergraduate,BTech Artificial Intelligence,Semester 2,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Concept Mastery
S00679,Jose Crawford,18,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Revision & Practice
S00680,William Harrison,15,Grade 6-12,Grade 9,Annual,Mathematics; Science; English; Social Science; Computer Basics,Revision & Practice
S00681,Suzanne Wood,17,Grade 6-12,Grade 11 - Arts,Annual,History; Political Science; Geography; Sociology; English,Exam Preparation
S00682,Justin Walker,15,Grade 6-12,Grade 10,Annual,Mathematics; Science; English; Social Science; Computer Basics,Career Growth
S00683,Dean Donovan,19,Undergraduate,MBBS,Year 3,Anatomy; Physiology; Biochemistry; Pathology; Pharmacology; Microbiology; Forensic Medicine,Certification Prep
S00684,Jennifer Hernandez,13,Grade 6-12,Grade 8,Annual,Mathematics; Science; English; Social Science; Hindi,Concept Mastery
S00685,James Whitaker,20,Undergraduate,BSc Science,Semester 1,Physics; Chemistry; Mathematics; Botany; Zoology,Skill Building
S00686,Mr. Michael Scott PhD,17,Grade 6-12,Grade 12 - Commerce,Annual,Accountancy; Business Studies; Economics; Mathematics; English,Revision & Practice
S00687,Maria Henry,22,Undergraduate,BTech Artificial Intelligence,Semester 2,Machine Learning; Deep Learning; Statistics; OOP; DBMS; Natural Language Processing; Computer Vision; Reinforcement Learning,Revision & Practice
